mass ratio,period(days),semi-major axis(AU),cos_i,eccentricity,arg periastron,phase,Projected Separation(AU),DeltaG,Predicted RUWE
0.15507666666548647,773.8298687757925,1.4596411419633561,0.7260780718102964,0.3922,1.2020953156273013,4.796238610461508,1.0338035158068213,6.5268963055544855,1.1372449054909104
0.744855875163343,6779.680970433076,7.117675622237046,0.057533442896638864,0.19151170853054764,1.2279858086067685,4.721598880896337,6.128275144438035,1.3758662600798228,1.1352611837499411
0.30386638505227737,5290595.686231751,547.4690577763711,0.5094231071768812,0.41416326965378564,0.1563992180413764,3.8342478611536555,490.3429867104372,3.735466000155739,1.1360518165636926
0.8682507431374126,6.7959092821387355,0.07293269630698315,0.6514423527537649,0.0292,0.6673584688755142,1.1638767061260733,0.05774279437684835,0.7509242708552417,1.10046305536737
0.5705603611373096,2695.8275771316094,3.7161375867681237,0.6892256354153383,0.6997442344217956,1.9988434126057097,1.8142726273924796,5.280417289359025,2.1360792065205025,1.195874609706262
0.0265554868638751,295929.7021588372,73.93759966485216,0.34983983137064534,0.3431593682504378,0.6168174714185356,1.3299838743828367,56.12473004378984,inf,1.1887487512562358
0.36771953007030656,24.958339649649172,0.15646659910209365,0.1709099192233875,0.5079,2.901341533865395,1.5310827604554387,0.12320600087337574,3.229054161738702,1.1861218745742046
0.6535541097074917,11173.524943209677,9.754651811792463,0.19659334935334039,0.07410371863335224,1.8795128014364892,0.7713101557499501,5.03748532143219,1.788856114238012,1.7755844887022294
0.35444962202842145,44935.676974892136,23.081320129255715,0.1076259579579566,0.8313425197905351,2.7939143645489564,4.003475355212318,12.707667929633875,3.3263860432005252,1.0653048059853545
0.15373546565417862,10670756.756344872,839.0304598200026,0.26258700132132895,0.5003470508737289,1.7033815889563053,1.0954915773681928,221.63156576819907,6.6106909796775035,0.999033381737647
0.13283783942041816,116486.05503463699,41.03779715812233,0.9719688052647121,0.9670472327247324,1.6052433739404641,0.7212003147782643,14.269163028317495,8.073056147483605,0.9394579282586487
0.06368164063415604,1160545.6560131668,186.06193839933317,0.37123521103199675,0.5630952596267297,0.7013580597769281,1.3306448675406142,119.8045500335669,inf,1.1849206689567207
0.6554797466363925,5443.469910760561,6.041860238929724,0.8056028470505509,0.47849886727686197,0.4397491642981179,5.5015963751426,7.700563938069583,1.7745337653860407,1.267399127418067
0.49983025887935983,148495.49325811458,52.97875145209227,0.43758540141635194,0.7514960634409583,0.59598789620267,2.6878890344855013,23.349307744305772,2.4610989937752983,1.1938795795618449
0.19934224478153406,0.3421236633095964,0.008577919231062887,0.14415950131613053,0.041,1.7783337066635134,3.5647415954744424,0.001291794771085497,5.163078265208295,1.1531371284012724
0.6018292460055638,1708.8145445631583,2.7602443354237085,0.6024388974091277,0.5728346462416006,1.1248729924209528,2.878551013210428,4.1313431992124325,2.0080543961290243,1.1619840731519109
0.3097333802858273,52618206.60919764,2535.6958498450235,0.8025158289557422,0.05961529331482877,1.2443165558636435,1.9568835605823267,2196.625247008216,3.676238879315111,0.9776681847913362
0.0732810419113783,92858351.07197168,3465.2185519500886,0.6186996223210418,0.6703472193575407,0.9499601099840917,3.7696442008896978,4823.489194965821,inf,0.999033381737647
0.8384716257157334,1.0417544693510676,0.02077820652197475,0.501110707614629,0.03830000000000001,0.6390209037826958,0.8128350640915888,0.014245360091851142,0.9106163224538886,1.1108973787728265
0.2413249336052139,269.48957644123203,0.7400629127021199,0.2559894375062727,0.5192,1.3192721852006386,0.5437428127809972,1.0963870467337042,4.403247832476865,1.1794270866089165
0.3867251983309823,60.69815647481533,0.2842666879547611,0.7683286040015557,0.26990000000000003,1.3348291297799904,1.4870706158005544,0.20462311129557886,3.091106081916818,1.1852823441155602
0.08806488991638384,4184.860531670694,4.408434826045567,0.3677851787923583,0.27952091493212605,2.6992213332040316,6.026243277641528,4.720069456948847,inf,1.1333076197815495
0.36075015612835626,15188.684047763956,11.217215484467587,0.14466569788523587,0.20434377517419497,0.6681180396741623,3.4457287969510713,6.199919106544398,3.2771627016542393,1.1746851903357836
0.9224860106974014,23.845382246749004,0.1700210739176942,0.1648138804833027,0.3212,0.8013750047652068,5.304826082342946,0.035594878275575254,0.44633226495016487,1.0801726547437207
0.04054548272753922,14521.964737064012,9.95518743113353,0.383026267742139,0.769491081895893,1.4566114202031877,2.9696323256347714,14.170715667359255,inf,0.9210682185162302
0.6673714813754978,0.6685194863803946,0.014963470671068747,0.5682848605500207,0.1614,1.9879704378708627,4.112306544559742,0.011232963419484758,1.7240561474836067,1.151788354080423
0.16690367392818972,130624.6946467033,44.734304991695254,0.37921989822964186,0.4842544250680267,0.20571223680096765,0.640591383536253,43.51028393096955,5.9840561474836065,1.0822611863859546
0.46934395053023603,32559.60114515109,19.132543393708907,0.8850277885542998,0.4355003097306448,0.5072734593844885,1.0666044704408986,21.571728121455692,2.61135305597732,1.784156871332911
0.6503259411243937,6367.514782522493,6.700626077199664,0.2704243035700167,0.806602017265545,3.0687025484731216,0.18482120929692136,3.8218953225774013,1.7960027587910314,1.1721714132558676
0.7774417179864289,423.53905108292724,1.1275598306719032,0.45559148092795876,0.2104,0.7813883580469368,5.639064121062199,0.9295098130017656,1.2151034062718544,1.1273409367735796
