mass ratio,period(days),semi-major axis(AU),cos_i,eccentricity,arg periastron,phase,Projected Semparation(AU),Model Contrast,AO Rejected 1,Full Rejected
0.15878106893942956,4876.471726286406,4.848320963564651,0.7452713156392623,0.516604423738024,2.5854313615560667,6.029172113413,2.4897525366291866,4.523430978609615,0.0,0.0
0.8376880649985415,4053.6342690381825,4.9985119197759,0.36228894066471007,0.2746864041954488,3.095145377150503,0.5413680608493663,4.195570615280155,0.5614509224922068,1.0,1.0
0.9838652968062109,405.43159883439864,1.1048488844283781,0.4473051054866889,0.5351,2.5231194544000437,0.2637766432812909,0.9120710305093788,0.05732926646890846,0.0,0.0
0.25718295923660695,180.53572711541966,0.5533866698238423,0.3813545979273877,0.5746,2.981516978027741,4.995478222309799,0.4229068306511468,3.074205014414905,0.0,0.0
0.5951314556259872,2790.0744811065524,3.717033281567339,0.3060525983815505,0.8964066333157302,2.542464257597185,4.4952994208921675,2.0792424881641827,1.4021002192238878,0.0,0.0
0.542977418041113,110802.11169176073,42.78967358775899,0.6460993189124894,0.6034225718705997,2.115901481739396,1.1754024871694562,16.87664109432403,1.5911716036664592,1.0,1.0
0.6086329305748189,1178.1331749238816,2.0979847832037626,0.3602866423213492,0.1750722371811793,2.8462576057392903,0.13737148375373778,1.9621191187910672,1.3568686998774613,0.0,0.0
0.19494685487331498,115479837.29223314,4039.311980746902,0.2957372657351839,0.05913354470055889,1.4775353797678812,2.5089593888801662,3561.611459851453,3.7837738980346645,0.0,0.0
0.7506023231978828,566.0241920999935,1.3237508575878418,0.7037904583848892,0.489,1.180737874349165,3.2715339727653734,0.5761297254584578,0.857643471136659,0.0,0.0
0.39877113281179266,61663.144964711486,28.01902978907469,0.24179572811800587,0.4479111348942855,2.7968817640786545,4.267273285545203,27.44396317800341,2.169888135611206,1.0,1.0
0.5041184854123457,5289.134866284886,5.583041665727603,0.5641712699017272,0.863908633467107,1.5862623765260435,5.03807587316424,7.215885939509887,1.7307996816718108,1.0,1.0
0.9548835901447088,57875354.339735545,3003.0080817294074,0.2427058452734563,0.5741042007988457,1.9886475455249282,2.179364036802341,2845.2564852897594,0.15945859168713383,0.0,0.0
0.4517520116314241,1096576.3279891855,193.2756526386102,0.6875983104324972,0.9254538311208762,2.559390702237261,5.321651655977906,295.0420441069738,1.936419118440046,1.0,1.0
0.21334099756897362,8657990.854836352,721.870783022577,0.2840383018898718,0.7974339223207688,2.43810584863001,2.4476431570193324,186.68725073957438,3.514342532045844,1.0,1.0
0.7970741029703292,520446373487.7654,1262679.3509526162,0.08621355062333258,0.41529479976291594,0.5819271295431635,4.559786715766648,243456.82441951154,0.7033063429942459,0.0,0.0
0.5269317337414945,110667.10123899148,42.60618563325019,0.6674803249966313,0.0183737045497526,0.2805569972361918,3.262830540667988,42.63858962830909,1.6504921241009658,1.0,1.0
0.11574693747676645,1602641.3054568772,227.99914285842334,0.7651614893038688,0.8327744088516593,1.142903192027517,0.9501687918789525,378.48312753085264,5.798436075062972,0.0,0.0
0.42433036525073453,99.27689552142769,0.38721852677002816,0.14358830276329415,0.1721,0.5478110991377777,1.6714132536767543,0.38389923526518155,2.052797776306803,0.0,0.0
0.8338391510026327,461.7148331966893,1.1736989699965341,0.19493961916974623,0.7545000000000001,1.0582804168245887,3.1582843827663294,1.48503925329569,0.5799838210679722,0.0,0.0
0.15790931549568676,21785.663793855638,13.147983165727918,0.5370971273165641,0.2928421299512234,0.6626304909471993,3.716514528669365,9.437849701166867,4.523430978609615,0.0,0.0
0.31872051219175,268.34692378988126,0.7323225824019873,0.33953181364815277,0.5156000000000001,0.23005356812283725,1.5917430158923207,0.4721817829633118,2.6119385288417964,0.0,0.0
0.8257871609096276,443.1392378212045,1.1403301641708818,0.5950211240755898,0.2633,2.5112110892494024,1.7913868689888095,0.7384096822408714,0.6046741485420073,0.0,0.0
0.7092262809849463,17363.661577756637,12.869089495353707,0.29979868006060595,0.4307188802760485,2.0341370497480793,2.3253199502324113,8.486369181836917,1.0008420097837512,1.0,1.0
0.2704410004610145,1200677161.9236493,19639.15324754502,0.044348484328779136,0.3219854076281453,0.7947332678332847,0.5829971986263476,4169.405576797571,2.969142264252379,0.0,0.0
0.7112178464210295,65211.8501163455,31.105692428078125,0.26269063558434025,0.6181227977544312,0.8316934714289493,4.524817517622067,5.170065336069859,0.9945800398100912,1.0,1.0
0.46714803801934335,259624.23422905646,74.22927578996621,0.6131117880086945,0.5936386193731132,2.8127475652006093,5.9937191056224055,77.78620263300785,1.8775230950920925,1.0,1.0
0.6005568483066466,2008112.4846982167,298.86116434674983,0.17443668949869928,0.1783748563560386,0.8141582986216364,2.9032968046196785,263.52430592563087,1.3826957699455962,1.0,1.0
0.10627728707706408,1322816.9528539423,200.05139862815943,0.1315269657341238,0.4377989804817964,2.8623919441640013,4.334983212716108,192.0667243424711,inf,0.0,0.0
0.46441816934614866,74322180831.95607,322221.4329142775,0.21940303579910703,0.15676091150632065,2.6134057711024945,0.8552718076261153,293421.7148651584,1.8847794701662606,0.0,0.0
0.4198187284956644,31153.04291429868,17.86206673965481,0.13477671054223483,0.008995448248930983,2.893242600008289,3.7743242682547504,17.88047145262875,2.0771419746372075,1.0,1.0
0.5101564216428481,24449.97975567905,15.513629160277624,0.5470900581917433,0.7926461785097569,2.931646588091999,5.918592771545993,15.343201900291922,1.7105452167878896,1.0,1.0
0.7173622304027524,1494007.4255003566,251.21345610457126,0.6899594076196689,0.4043095315391681,1.2754398001322924,2.6431908005085982,199.6078667561035,0.975814568714501,1.0,1.0
