mass ratio,period(days),semi-major axis(AU),cos_i,eccentricity,arg periastron,phase,Projected Separation(AU),Model Contrast
0.9251458846936279,631.7601520746806,1.5332722168791584,0.06591380912302902,0.3651,0.6986482713776345,3.2938549458823503,0.5253385509316447,0.28294868320345934
0.8284063720480896,56570003.18224669,3016.5575066054407,0.5051091616550628,0.02425930358561636,2.9971528865644235,4.789262908565449,3021.473927668697,0.6636327302348874
0.7859464623893941,290.31981818799994,0.8905066471036888,0.08741999158155644,0.5751000000000001,3.052138324736118,1.3176663201169607,0.7658833048267648,0.8343340650127651
0.8606585853290706,9278413.107340228,909.148022611474,0.12397567670437037,0.5512549235825189,0.20306914604166215,3.240512510446846,848.0734194830137,0.5360179961820064
0.004108214233673246,145917.15837833754,46.461616287869795,0.14890025152466635,0.5146167198325974,2.837684405338283,3.868909790888172,47.778364169310215,inf
0.18741508103656868,168.10806747058794,0.5399536178164532,0.9363421526268785,0.2887,2.5459061530445557,6.073407984230182,0.4005245072026972,3.989803342204742
0.49760714444220944,2105054387.530274,31458.505004789615,0.5615096065047326,0.7747240528176255,1.9728529786597075,2.95278555222805,52084.47099241078,1.9657743298960986
0.0132253915597641,31982580.038409922,1694.1073109144943,0.6576797306018964,0.02494371037806599,2.9474507236668073,0.29898179443577527,1086.880987521147,inf
0.9965664357361413,41.014084139768656,0.2506954771332428,0.8638413796890119,0.4393,0.05491964865983646,5.4154819810214185,0.22031467564712476,0.011558896712910105
0.9119390260370943,157.99072855651517,0.6072147492154134,0.697850046343424,0.3569,2.5498850427517987,5.995213213173941,0.2910161919485298,0.33300066803780837
0.9272229153003033,1.7054194411878638,0.029736831234406284,0.2543169583891888,0.08610000000000001,2.57502845429443,6.237492503188645,0.009235931405937097,0.2705004992163227
0.08081864008223505,88427.46694796902,34.09878960322129,0.5752966169745102,0.9665124851594519,0.6696200651623078,0.5524503308848356,48.281794464917425,inf
0.6613778193749016,11733238.141972857,1023.7595303702636,0.9011897151977484,0.3092412899969039,1.0052354940011943,2.0824085429721135,785.0490474419202,1.3170038852038877
0.009253830413698205,5120429.017280181,498.8472705246378,0.061431040252646785,0.5148057742540185,0.19140430483177046,3.540547001213176,332.4022423815306,inf
0.10766213661583668,8167.634754824619,7.0247338401953145,0.4958561093352998,0.8032995843312247,0.11690649794299925,4.635359505883877,4.7117600961654444,6.11814844111026
0.23076057254260673,464.15148767852594,1.07545998077136,0.6388774718015109,0.05720000000000001,3.1402989269252686,0.27764933881115245,1.0096664176941152,3.496671646304635
0.31511566221059384,10284543.163611531,867.3769661523405,0.5245682659778981,0.24922346266773063,2.628108679523979,2.403615803573136,747.9225292493334,2.837506245386554
0.8612812443003501,573.7126509240925,1.421772739242058,0.7571032957719775,0.5187,2.355104520226905,0.4132505606270578,1.725256106114027,0.5360179961820064
0.05273165435372984,3161.9394911813956,3.6686377329394415,0.26919281164045683,0.5823292805981762,0.40766717225773574,0.17575672205377732,2.1166927209386204,inf
0.5587882214794032,2042.1560725407057,3.1242915680950687,0.9093521248062444,0.4422306271685145,2.4552876163754775,3.3088167405931097,3.002712805799997,1.720052072404937
0.040413793283494814,3200807.327390288,368.4158336866145,0.7228802171237845,0.3276399953144187,2.096246509405673,2.167941967029005,473.2693691893658,inf
0.763585730494681,927.3974450492022,1.9234136196008678,0.7330255134182705,0.4426,1.0657294116746547,5.908919032113655,1.7151208342977116,0.9216755936724628
0.3533247467853806,5.610251878531921,0.058463589883455916,0.09567822715301655,0.007300000000000001,2.0533621233918335,5.095003127520408,0.007445573919065108,2.6143838425123382
0.5699980117745665,4553068.055478707,534.4811093694804,0.8018791278915188,0.8156134810779304,0.1967038178097004,2.1339130412849427,580.5048751611398,1.6753025545507132
0.019659305049912534,11197.672382769719,8.43334948761027,0.8553627216740872,0.7260419456449719,2.6048646329925655,1.9950326356479102,8.466026775736895,inf
0.8180414897735439,375.25056507944555,1.0629481117500719,0.3064192412073653,0.4354,2.4030821325534317,5.793901230977608,0.38910329587253784,0.7081526978853869
0.1350567088943715,18808.241433712206,12.35002619654246,0.3529623415805738,0.6144220997574884,0.44070350150186416,4.547469859169187,7.17001709749232,5.1251857729929275
0.9538369153181464,35.089955618412496,0.22430961038671973,0.048139607159438325,0.2157,2.3856097002365386,1.7726145610621906,0.1620188597920876,0.17203477024126546
0.3650881779347349,1432.906493181136,2.360271888105892,0.9440309375549519,0.496941004479187,0.0298340759091073,2.274552087081396,3.242067603752873,2.5550454519741024
0.7061014357899481,624.7770693521173,1.4618906958100892,0.6676012805426685,0.2491,2.1299109022371607,5.946086924822776,1.5416023276759248,1.1441477827720083
0.00693762331469816,38856744.64390325,1924.9008445814866,0.5516179334749316,0.032756130295817254,0.9033161836670284,1.5677057747506054,1167.2944226463896,inf
0.06987393920404539,2836.835801392201,3.4310751771632755,0.6311945849325945,0.9294597257312506,2.595912373505168,1.481078598564924,0.5232278738992001,inf
0.3406898611757153,34918432.89486793,1972.0102577821935,0.7588944767112766,0.47711563395358525,0.7417920080598386,4.344536088533949,2244.437804484198,2.685184091375281
0.10445044020614724,375.15206302872645,0.9000850224900245,0.03433442582600932,0.6837,2.782626067681683,4.020270824167836,0.10962448410075439,6.1983986013869865
0.5474730143138787,2055435955.2697897,31302.106093886418,0.9361715430760017,0.014604021896792468,2.8497278326909186,5.688887770596001,29162.92777147513,1.7649631208976295
0.21833748599505243,1107.377274359845,1.9137395762450695,0.9171914820787159,0.3091492622262378,1.3915087526262677,2.781724776295275,2.291355300810568,3.6236706902551044
